sep=;
Ruralit - El ceibo
Periodo:;Historial Completo
Generado el:;21/6/2026

RESUMEN FINANCIERO
Moneda;Ingresos;Egresos;Saldo Neto
USD;1382096;1472592.74;-90496.73999999999
UYU;8008943;233878;7775065


DETALLE DE OPERACIONES
Fecha;Tipo;Categoria;Proyecto;Monto;Moneda;Nota
2026-05-25;Entrada;Venta de Animales;Vaquillonas;5000;USD;Vendi vaquillona por 5000 dls
2026-05-25;Entrada;Venta de novillos;;16000;USD;Vendi 20 novillos a 800 dls cada uno
2026-05-25;Salida;Otros gastos;;2000;UYU;
2026-05-25;Salida;Medicamentos;;302.1;USD;Gasto Proveedor PDF
2026-05-25;Salida;Otros gastos;;2000;UYU;
2026-05-25;Salida;Medicamentos;;302.1;USD;Gasto Proveedor PDF
2026-05-24;Salida;Compra de ganado;;10000;USD;Compre 20 terneros a 500 dls
2026-05-24;Entrada;Venta de vacas;;1233;USD;Vendi 33 vacas por 1233 dls
2026-05-24;Entrada;Venta de vacas;;300;USD;Vendi vacas por 300 dls
2026-05-24;Salida;Herbicidas;;2000;USD;Compre 2000 litros de herbicida
2026-05-24;Salida;Inversión / Compra de Activos;;5000;USD;Inversion inicial: Terneros
2026-05-24;Salida;Fertilizantes;;8000;USD;Compre 40 kg de fertilizante a 200 dls
2026-05-24;Salida;Compra de ganado;;1000;USD;Compre 1000 dls de terneros
2026-05-24;Salida;Vacunas;;300;USD;Gaste 300 en vacunas
2026-05-24;Entrada;Otros ingresos;;100;USD;
2026-05-24;Salida;Alimentación / ración;;800;USD;Compre 20 bolsas de ración por 40dls
2026-05-24;Salida;Arrendamiento de campo;;30000;USD;Pague renta por 30000 dls
2026-05-24;Salida;Otros gastos;;200;USD;
2026-05-24;Salida;Reparación de maquinaria;;200;USD;Compre racion 200
2026-05-24;Salida;Compra de ganado;;2000;USD;Compre 10 terneros
2026-05-24;Entrada;Venta de vacas;;300;USD;Vendi vacas por 300 dls
2026-05-24;Entrada;Venta de vacas;;4600;USD;Vendi 20 vacas por 230 dls c/u
2026-05-24;Salida;Fungicidas;;440;USD;Compre 22 lts de fungicida
2026-05-24;Salida;Electricidad;;2000;USD;Pague la luz por 2000
2026-05-24;Entrada;Venta de animales;;5995;USD;vendi una vaquillona
2026-05-24;Entrada;Venta de animales;;1000;USD;Venta / salida
2026-05-24;Salida;Electricidad;;2000;USD;Pague la luz por 2000
2026-05-24;Entrada;Arrendamiento cobrado;;5000;USD;Ingreso 5000 dolares de arrendamiento
2026-05-24;Salida;Vacunas;;300;USD;Gaste 300 dls en vacunas
2026-05-24;Entrada;Arrendamiento cobrado;;5000;USD;Ingreso 5000 dolares de arrendamiento
2026-05-24;Salida;Vacunas;;300;USD;Gaste 300 dls en vacunas
2026-05-24;Salida;Compra de ganado;;10000;USD;Compre 20 vacas a 500 dls cada una
2026-05-24;Salida;Otros gastos;;800;USD;Compre 2000kg de fertilizante
2026-05-24;Entrada;Venta de animales;;1000;USD;Venta / salida
2026-05-24;Entrada;Venta de animales;;5995;USD;vendi una vaquillona
2026-05-24;Salida;Alimentación / ración;;200;USD;Gaste 200 dolares en racion
2026-05-24;Salida;Vacunas;;200;USD;Gaste 200 dls en vacunas
2026-05-24;Entrada;Venta de novillos;;16000;USD;Vendi 20 novillos a 800 dls cada uno
2026-05-24;Entrada;Venta de animales;;5000;USD;Vendi vaquillona por 5000 dls
2026-05-24;Salida;Electricidad;;2000;USD;Pague la luz por 2000
2026-05-24;Entrada;Venta de animales;;1000;USD;Venta / salida
2026-05-24;Salida;Compra de ganado;;10000;USD;Compre 20 vacas a 500 dls cada una
2026-05-24;Salida;Alimentación / ración;;200;USD;Gaste 200 dolares en racion
2026-05-24;Entrada;Venta de animales;;2799;USD;Vendi 4 vaquillonas
2026-05-24;Entrada;Otros ingresos;;2000;USD;Venta / salida
2026-05-24;Entrada;Otros ingresos;;20000;USD;Vendi todo por 20000
2026-05-24;Salida;Electricidad;;2000;USD;Pague la luz por 2000
2026-05-24;Entrada;Venta de animales;;2799;USD;Vendi 4 vaquillonas
2026-05-24;Entrada;Otros ingresos;;2000;USD;Venta / salida
2026-05-24;Entrada;Arrendamiento cobrado;;5000;USD;Ingreso 5000 dolares de arrendamiento
2026-05-24;Salida;Vacunas;;200;USD;Gaste 200 dls en vacunas
2026-05-24;Entrada;Venta de novillos;;16000;USD;Vendi 20 novillos a 800 dls cada uno
2026-05-24;Entrada;Pastoreo cobrado;;3000;USD;Ingreso monetario
2026-05-24;Entrada;Servicios agrícolas;;2000;USD;Ingreso monetario
2026-05-24;Entrada;Venta de animales;;5000;USD;Vendi vaquillona por 5000 dls
2026-05-24;Salida;Vacunas;;300;USD;Gaste 300 dls en vacunas
2026-05-24;Entrada;Pastoreo cobrado;;3000;USD;Ingreso monetario
2026-05-24;Entrada;Venta de animales;;5995;USD;vendi una vaquillona
2026-05-24;Entrada;Otros ingresos;;20000;USD;Vendi todo por 20000
2026-05-24;Salida;Otros gastos;;800;USD;Compre 2000kg de fertilizante
2026-05-24;Entrada;Servicios agrícolas;;2000;USD;Ingreso monetario
2026-05-24;Entrada;Venta de animales;;2799;USD;Vendi 4 vaquillonas
2026-05-24;Salida;Vacunas;;300;USD;Gaste 300 dls en vacunas
2026-05-24;Salida;Otros gastos;;800;USD;Compre 2000kg de fertilizante
2026-05-24;Salida;Compra de ganado;;10000;USD;Compre 20 vacas a 500 dls cada una
2026-05-24;Entrada;Arrendamiento cobrado;;5000;USD;Ingreso 5000 dolares de arrendamiento
2026-05-24;Entrada;Otros ingresos;;2000;USD;Venta / salida
2026-05-24;Entrada;Venta de animales;;1000;USD;Venta / salida
2026-05-24;Entrada;Pastoreo cobrado;;3000;USD;Ingreso monetario
2026-05-24;Salida;Alimentación / ración;;200;USD;Gaste 200 dolares en racion
2026-05-23;Salida;Compra de ganado;;10000;USD;Compre 20 terneros a 500 dls
2026-05-23;Salida;Compra de ganado;;1000;USD;Compre 1000 dls de terneros
2026-05-23;Entrada;Venta de vacas;;300;USD;Vendi vacas por 300 dls
2026-05-23;Salida;Herbicidas;;2000;USD;Compre 2000 litros de herbicida
2026-05-23;Salida;Vacunas;;300;USD;Gaste 300 en vacunas
2026-05-23;Salida;Otros gastos;;200;USD;
2026-05-23;Entrada;Venta de vacas;;300;USD;Vendi vacas por 300 dls
2026-05-23;Salida;Herbicidas;;2000;USD;Compre 2000 litros de herbicida
2026-05-23;Salida;Compra de ganado;;10000;USD;Compre 20 terneros a 500 dls
2026-05-23;Entrada;Venta de vacas;;1233;USD;Vendi 33 vacas por 1233 dls
2026-05-23;Salida;Reparación de maquinaria;;200;USD;Compre racion 200
2026-05-23;Salida;Compra de ganado;;2000;USD;Compre 10 terneros
2026-05-23;Entrada;Venta de vacas;;300;USD;Vendi vacas por 300 dls
2026-05-23;Salida;Fertilizantes;;8000;USD;Compre 40 kg de fertilizante a 200 dls
2026-05-23;Entrada;Venta de vacas;;1233;USD;Vendi 33 vacas por 1233 dls
2026-05-23;Salida;Alimentación / ración;;800;USD;Compre 20 bolsas de ración por 40dls
2026-05-23;Entrada;Venta de vacas;;4600;USD;Vendi 20 vacas por 230 dls c/u
2026-05-23;Salida;Fertilizantes;;8000;USD;Compre 40 kg de fertilizante a 200 dls
2026-05-23;Entrada;Otros ingresos;;100;USD;
2026-05-23;Salida;Arrendamiento de campo;;30000;USD;Pague renta por 30000 dls
2026-05-23;Salida;Fungicidas;;440;USD;Compre 22 lts de fungicida
2026-05-23;Salida;Compra de ganado;;1000;USD;Compre 1000 dls de terneros
2026-05-23;Salida;Vacunas;;300;USD;Gaste 300 en vacunas
2026-05-23;Entrada;Otros ingresos;;100;USD;
2026-05-23;Salida;Alimentación / ración;;800;USD;Compre 20 bolsas de ración por 40dls
2026-05-23;Salida;Otros gastos;;200;USD;
2026-05-23;Entrada;Venta de vacas;;300;USD;Vendi vacas por 300 dls
2026-05-23;Salida;Arrendamiento de campo;;30000;USD;Pague renta por 30000 dls
2026-05-23;Salida;Reparación de maquinaria;;200;USD;Compre racion 200
2026-05-23;Salida;Compra de ganado;;2000;USD;Compre 10 terneros
2026-05-23;Entrada;Venta de vacas;;4600;USD;Vendi 20 vacas por 230 dls c/u
2026-05-23;Salida;Fungicidas;;440;USD;Compre 22 lts de fungicida
2026-05-23;Entrada;Venta de animales;;2799;USD;Vendi 4 vaquillonas
2026-05-23;Entrada;Arrendamiento cobrado;;5000;USD;Ingreso 5000 dolares de arrendamiento
2026-05-23;Entrada;Venta de animales;;5000;USD;Vendi vaquillona por 5000 dls
2026-05-23;Entrada;Venta de animales;;5995;USD;vendi una vaquillona
2026-05-23;Entrada;Servicios ganaderos;;2000;USD;Ingreso monetario
2026-05-23;Entrada;Pastoreo cobrado;;3000;USD;Ingreso monetario
2026-05-23;Entrada;Venta de animales;;1000;USD;Venta / salida
2026-05-23;Entrada;Venta de animales;;1000000;UYU;Vendi animales por 100000
2026-05-23;Salida;Electricidad;;2000;USD;Pague la luz por 2000
2026-05-23;Entrada;Otros ingresos;;2000;USD;Venta / salida
2026-05-23;Entrada;Pastoreo cobrado;;3000;USD;Ingreso monetario
2026-05-23;Entrada;Servicios ganaderos;;2000;USD;Ingreso monetario
2026-05-23;Salida;Vacunas;;300;USD;Gaste 300 dls en vacunas
2026-05-23;Entrada;Venta de animales;;5000;USD;Vendi vaquillona por 5000 dls
2026-05-23;Entrada;Venta de animales;;2799;USD;Vendi 4 vaquillonas
2026-05-23;Entrada;Venta de animales;;5995;USD;vendi una vaquillona
2026-05-23;Salida;Alimentación / ración;;200;USD;Gaste 200 dolares en racion
2026-05-23;Salida;Compra de ganado;;10000;USD;Compre 20 vacas a 500 dls cada una
2026-05-23;Entrada;Otros ingresos;;20000;USD;Vendi todo por 20000
2026-05-23;Entrada;Otros ingresos;;2000;USD;Venta / salida
2026-05-23;Salida;Otros gastos;;800;USD;Compre 2000kg de fertilizante
2026-05-23;Entrada;Pastoreo cobrado;;3000;USD;Ingreso monetario
2026-05-23;Entrada;Venta de animales;;1000000;UYU;Vendi animales por 100000
2026-05-23;Entrada;Venta de animales;;2799;USD;Vendi 4 vaquillonas
2026-05-23;Entrada;Arrendamiento cobrado;;5000;USD;Ingreso 5000 dolares de arrendamiento
2026-05-23;Entrada;Venta de animales;;5000;USD;Vendi vaquillona por 5000 dls
2026-05-23;Entrada;Venta de animales;;5995;USD;vendi una vaquillona
2026-05-23;Entrada;Servicios ganaderos;;2000;USD;Ingreso monetario
2026-05-23;Entrada;Pastoreo cobrado;;3000;USD;Ingreso monetario
2026-05-23;Entrada;Venta de animales;;1000;USD;Venta / salida
2026-05-23;Entrada;Venta de animales;;1000000;UYU;Vendi animales por 100000
2026-05-23;Salida;Electricidad;;2000;USD;Pague la luz por 2000
2026-05-23;Entrada;Otros ingresos;;2000;USD;Venta / salida
2026-05-23;Entrada;Pastoreo cobrado;;3000;USD;Ingreso monetario
2026-05-23;Entrada;Servicios ganaderos;;2000;USD;Ingreso monetario
2026-05-23;Salida;Vacunas;;300;USD;Gaste 300 dls en vacunas
2026-05-23;Entrada;Venta de animales;;5000;USD;Vendi vaquillona por 5000 dls
2026-05-23;Entrada;Venta de animales;;2799;USD;Vendi 4 vaquillonas
2026-05-23;Entrada;Venta de animales;;5995;USD;vendi una vaquillona
2026-05-23;Salida;Alimentación / ración;;200;USD;Gaste 200 dolares en racion
2026-05-23;Entrada;Otros ingresos;;20000;USD;Vendi todo por 20000
2026-05-23;Entrada;Otros ingresos;;2000;USD;Venta / salida
2026-05-23;Salida;Otros gastos;;800;USD;Compre 2000kg de fertilizante
2026-05-23;Entrada;Pastoreo cobrado;;3000;USD;Ingreso monetario
2026-05-23;Entrada;Venta de novillos;;16000;USD;Vendi 20 novillos a 800 dls cada uno
2026-05-23;Entrada;Arrendamiento cobrado;;5000;USD;Ingreso 5000 dolares de arrendamiento
2026-05-23;Entrada;Venta de animales;;2799;USD;Vendi 4 vaquillonas
2026-05-23;Entrada;Otros ingresos;;20000;USD;Vendi todo por 20000
2026-05-23;Entrada;Venta de animales;;1000;USD;Venta / salida
2026-05-23;Entrada;Venta de animales;;5995;USD;vendi una vaquillona
2026-05-23;Entrada;Servicios ganaderos;;2000;USD;Ingreso monetario
2026-05-23;Salida;Vacunas;;200;USD;Gaste 200 dls en vacunas
2026-05-23;Entrada;Otros ingresos;;2000;USD;Venta / salida
2026-05-23;Entrada;Venta de animales;;5000;USD;Vendi vaquillona por 5000 dls
2026-05-23;Entrada;Venta de novillos;;16000;USD;Vendi 20 novillos a 800 dls cada uno
2026-05-23;Entrada;Venta de novillos;;16000;USD;Vendi 20 novillos a 800 dls cada uno
2026-05-23;Entrada;Arrendamiento cobrado;;5000;USD;Ingreso 5000 dolares de arrendamiento
2026-05-23;Entrada;Venta de animales;;1000;USD;Venta / salida
2026-05-23;Entrada;Pastoreo cobrado;;3000;USD;Ingreso monetario
2026-05-23;Entrada;Otros ingresos;;2000;USD;Venta / salida
2026-05-23;Entrada;Venta de animales;;5995;USD;vendi una vaquillona
2026-05-23;Entrada;Otros ingresos;;20000;USD;Vendi todo por 20000
2026-05-23;Entrada;Servicios ganaderos;;2000;USD;Ingreso monetario
2026-05-23;Entrada;Venta de animales;;5000;USD;Vendi vaquillona por 5000 dls
2026-05-23;Entrada;Arrendamiento cobrado;;5000;USD;Ingreso 5000 dolares de arrendamiento
2026-05-23;Entrada;Venta de animales;;1000;USD;Venta / salida
2026-05-23;Entrada;Venta de animales;;2799;USD;Vendi 4 vaquillonas
2026-05-23;Entrada;Venta de animales;;5995;USD;vendi una vaquillona
2026-05-23;Entrada;Otros ingresos;;20000;USD;Vendi todo por 20000
2026-05-23;Entrada;Servicios ganaderos;;2000;USD;Ingreso monetario
2026-05-23;Entrada;Venta de animales;;5000;USD;Vendi vaquillona por 5000 dls
2026-05-23;Entrada;Venta de novillos;;16000;USD;Vendi 20 novillos a 800 dls cada uno
2026-05-23;Salida;Compra de ganado;;10000;USD;Compre 20 vacas a 500 dls cada una
2026-05-23;Entrada;Venta de animales;;1000000;UYU;Vendi animales por 100000
2026-05-23;Entrada;Venta de animales;;1000000;UYU;Vendi animales por 100000
2026-05-23;Entrada;Venta de animales;;2799;USD;Vendi 4 vaquillonas
2026-05-23;Entrada;Venta de animales;;1000000;UYU;Vendi animales por 100000
2026-05-23;Entrada;Venta de animales;;1000000;UYU;Vendi animales por 100000
2026-05-23;Entrada;Pastoreo cobrado;;3000;USD;Ingreso monetario
2026-05-23;Entrada;Otros ingresos;;2000;USD;Venta / salida
2026-05-23;Entrada;Otros ingresos;;2000;USD;Venta / salida
2026-05-22;Salida;Inversión / Compra de Activos;;10000;UYU;Inversion inicial: fffffff
2026-05-21;Salida;Alambrados;;20000;USD;
2026-05-21;Salida;Mantenimiento maquinaria;;40000;USD;
2026-05-21;Entrada;Arrendamiento cobrado;terneros;2000;USD;
2026-05-21;Entrada;Venta de animales;terneros;5000;USD;
2026-05-21;Salida;Contratistas;;20000;USD;
2026-05-21;Salida;Alambrados;;10000;USD;
2026-05-21;Salida;Inversión / Compra de Activos;;50000;USD;
2026-05-21;Entrada;Pastoreo cobrado;terneros;4000;USD;
2026-05-21;Salida;Medicamentos;;4000;USD;Compre medicamentos por 4000 dls
2026-05-21;Salida;Jornales;;10000;USD;
2026-05-21;Salida;Corrales;;50000;USD;
2026-05-21;Salida;Infraestructura;;100000;USD;
2026-05-21;Salida;Alambrados;terneros;5000;USD;
2026-05-21;Entrada;Arrendamiento cobrado;terneros;9000;USD;
2026-05-20;Entrada;Venta de animales;;5000;USD;
2026-05-20;Entrada;Pastoreo cobrado;;4000;USD;
2026-05-20;Salida;Medicamentos;;4000;USD;Compre medicamentos por 4000 dls
2026-05-20;Salida;Corrales;;50000;USD;
2026-05-20;Salida;Jornales;;10000;USD;
2026-05-20;Salida;Mantenimiento maquinaria;;40000;USD;
2026-05-20;Entrada;Venta de animales;;5000;USD;
2026-05-20;Salida;Medicamentos;;4000;USD;Compre medicamentos por 4000 dls
2026-05-20;Salida;Infraestructura;;100000;USD;
2026-05-20;Salida;Inversión / Compra de Activos;;50000;USD;
2026-05-20;Entrada;Arrendamiento cobrado;;2000;USD;
2026-05-20;Entrada;Pastoreo cobrado;;4000;USD;
2026-05-20;Salida;Corrales;;50000;USD;
2026-05-20;Salida;Alambrados;;20000;USD;
2026-05-20;Salida;Contratistas;;20000;USD;
2026-05-20;Salida;Alambrados;;10000;USD;
2026-05-20;Entrada;Arrendamiento cobrado;;9000;USD;
2026-05-20;Salida;Alambrados;;10000;USD;
2026-05-20;Salida;Alambrados;;5000;USD;
2026-05-20;Entrada;Arrendamiento cobrado;;9000;USD;
2026-05-20;Salida;Contratistas;;20000;USD;
2026-05-20;Salida;Jornales;;10000;USD;
2026-05-20;Entrada;Arrendamiento cobrado;;2000;USD;
2026-05-20;Salida;Infraestructura;;100000;USD;
2026-05-20;Salida;Alambrados;;20000;USD;
2026-05-20;Salida;Mantenimiento maquinaria;;40000;USD;
2026-05-20;Salida;Inversión / Compra de Activos;;50000;USD;
2026-05-20;Salida;Alambrados;;5000;USD;
2026-05-19;Salida;Suplementos;;342;USD;Gaste 342 en suplementos
2026-05-18;Salida;Inversión / Compra de Activos;Massey;1000;USD;Costo inicial: Massey
2026-05-18;Salida;Reparación de maquinaria;Massey;7000;USD;
2026-05-18;Entrada;Otros Ingresos;Massey;1999;USD;
2026-05-18;Salida;Secado de granos;terneros;20000;USD;
2026-05-18;Entrada;Otros Ingresos;;600;USD;
2026-05-18;Entrada;Otros Ingresos;Massey;10000;USD;
2026-05-18;Salida;Inversión / Compra de Activos;terneros;10000;USD;Inversion inicial: terneros
2026-05-18;Entrada;Venta de toros;terneros;10000;USD;
2026-05-18;Entrada;Otros Ingresos;terneros;30000;USD;
2026-05-18;Salida;Lubricantes;Massey;1000;USD;
2026-05-18;Entrada;Otros ingresos;terneros;20000;USD;
2026-05-18;Entrada;Otros Ingresos;terneros;10000;USD;
2026-05-18;Salida;Suplementos;;342;USD;Gaste 342 en suplementos
2026-05-18;Salida;Suplementos;;342;USD;Gaste 342 en suplementos
2026-05-17;Salida;Alimentación;;200;USD;200 en fertilizantes
2026-05-17;Salida;Otros gastos;;200;USD;200 fungicida
2026-05-17;Salida;Veterinaria;;2000;USD;Gaste 2000 en la veterinaria
2026-05-17;Salida;Reparación de maquinaria;;3000;USD;Gaste 3000 en gomas
2026-05-17;Salida;Otros gastos;;300;USD;se murio una
2026-05-17;Salida;Alimentación / ración;;4000;USD;Gaste 4000 dls en racion
2026-05-17;Salida;Fertilizantes;;700;USD;Gaste 700 dls  en fertilizantes
2026-05-17;Salida;Combustible;;2000;USD;Gaste 2000 en el super
2026-05-17;Entrada;Venta de Animales;;10000;USD;Ingreso 10000 dls de novillos
2026-05-17;Salida;Mascotas;;300;USD;Compre perro 300 dls
2026-05-17;Salida;Alimentación;;200;USD;200 en fertilizantes
2026-05-17;Salida;Fungicidas;;500;USD;500 fingucidas
2026-05-17;Salida;Insecticidas;;2000;USD;Gaste 2000 en insecticidas
2026-05-17;Salida;Herbicidas;;2000;USD;Gaste 2000 en herbicidas
2026-05-17;Salida;Inversión / Compra de Activos;;10000;UYU;Inversión inicial: lote de Vaquillonas
2026-05-17;Entrada;Otros ingresos;;10000;USD;
2026-05-17;Entrada;Otros ingresos;;10000;USD;
2026-05-17;Salida;Secado de granos;;20000;USD;
2026-05-17;Entrada;Otros ingresos;;600;USD;
2026-05-17;Entrada;Otros ingresos;;30000;USD;
2026-05-17;Entrada;Otros ingresos;;1999;USD;
2026-05-17;Entrada;Otros ingresos;;10000;USD;
2026-05-17;Salida;Reparación de maquinaria;;7000;USD;
2026-05-17;Salida;Inversión / Compra de Activos;;1000;USD;Costo inicial: Massey
2026-05-17;Entrada;Otros ingresos;;20000;USD;
2026-05-17;Entrada;Venta de toros;;10000;USD;
2026-05-17;Entrada;Otros ingresos;;30000;USD;
2026-05-17;Entrada;Otros ingresos;;600;USD;
2026-05-17;Salida;Secado de granos;;20000;USD;
2026-05-17;Entrada;Otros ingresos;;10000;USD;
2026-05-17;Salida;Lubricantes;;1000;USD;
2026-05-17;Entrada;Venta de toros;;10000;USD;
2026-05-17;Salida;Reparación de maquinaria;;7000;USD;
2026-05-17;Salida;Inversión / Compra de Activos;;1000;USD;Costo inicial: Massey
2026-05-17;Entrada;Otros ingresos;;20000;USD;
2026-05-17;Entrada;Otros ingresos;;1999;USD;
2026-05-17;Salida;Lubricantes;;1000;USD;
2026-05-16;Salida;Otros gastos;;200;USD;200 fungicida
2026-05-16;Salida;Alimentación;;200;USD;200 en fertilizantes
2026-05-16;Salida;Veterinaria;;2000;USD;Gaste 2000 en la veterinaria
2026-05-16;Salida;Veterinaria;;2000;USD;Gaste 2000 en la veterinaria
2026-05-16;Salida;Otros gastos;;300;USD;se murio una
2026-05-16;Salida;Reparación de maquinaria;;3000;USD;Gaste 3000 en gomas
2026-05-16;Salida;Otros gastos;;200;USD;200 fungicida
2026-05-16;Salida;Alimentación;;200;USD;200 en fertilizantes
2026-03-27;Salida;Alimentación;;300;UYU;Compre racion 300
2026-03-27;Salida;Jornales;;2000;UYU;Pague 2000 un jornal
2026-03-27;Salida;Otros gastos;;200;UYU;Compre 200 de fertilizante
2026-03-27;Salida;Combustible;;700;UYU;Gaste 700 en lubricantes
2026-03-27;Salida;Otros gastos;;2000;UYU;Compre terneros 2000
2026-03-27;Salida;Mano de obra;;3000;UYU;Contrate un jornalero 3000
2026-03-27;Salida;Otros gastos;;3000;UYU;Compre vacas 3000
2026-03-27;Salida;Otros gastos;;30000;UYU;Compre vacas 30000
2026-03-27;Salida;Alimentación / ración;;2000;UYU;Compre racion 2000
2026-03-27;Salida;Alambrados;;3000;UYU;Gaste 3000 en piques
2026-03-22;Entrada;Otros ingresos;;65767;UYU;
2026-03-22;Salida;Corrales;;5666;UYU;
2026-03-16;Salida;Otros gastos;;400;USD;Gaste 400 en insumos
2026-03-16;Entrada;Arrendamiento cobrado;;30000;UYU;
2026-03-15;Entrada;Otros ingresos;;400;UYU;
2026-03-15;Salida;Alimentación;;55;UYU;
2026-03-15;Entrada;Servicios ganaderos;;400;USD;Recibi 400 dolares de servicios
2026-03-15;Salida;Otros gastos;;3000;UYU;-3000 en insumos
2026-03-15;Salida;Alimentación / ración;;2000;UYU;-2000 en racion
2026-03-14;Salida;Arrendamiento de campo;;343;UYU;
2026-03-14;Salida;Alambrados;;34;UYU;
2026-03-14;Salida;Alimentación;;56;UYU;
2026-03-14;Salida;Alimentación / ración;;555;UYU;
2026-03-14;Salida;Alimentación;;4554;UYU;
2026-03-14;Salida;Veterinaria;;50;UYU;
2026-03-14;Entrada;Arrendamiento cobrado;;50000;UYU;
2025-12-11;Salida;Otros gastos;;45365;UYU;
2025-07-19;Salida;Otros gastos;;56777;USD;
2025-07-18;Entrada;Venta de animales;;58888;UYU;
2025-07-06;Entrada;Otros ingresos;;435666;USD;
2025-02-06;Salida;Otros gastos;;67000;UYU;
2025-02-06;Entrada;Venta de toros;;788888;UYU;
2025-01-06;Salida;Impuestos y Legal;;89999;USD;
